,retweet_count,retweet_count,favorite_count,favorite_count
,mean,mean,mean,mean
Vader_Analysis,Negative,Positive,Negative,Positive
topic,,,,
Domestic,1.5302089215132693,1.8633540372670805,8.294748729531337,11.603945926196564
Economics,0.5086452912539868,0.43000477783086477,2.2695987913379216,1.4820831342570473
Governance,0.5434782608695652,1.1387163561076603,1.6563146997929605,4.575569358178054
International,0.4376986557023299,0.39862362581284805,1.2031609949552386,1.6548566762896217
Law & Order,2.877846790890269,0.0,22.4223602484472,0.0
Politics,3.129713842058562,1.034736599953991,14.976430789707186,4.628479411088106
Regional,0.9271820856489048,1.407563025210084,2.9025008172605427,8.033430763609791
Security,0.43478260869565216,1.0736468500443654,2.1739130434782608,4.108251996450754
Technology,0.0,0.43478260869565216,0.0,0.0
Vaccine,0.3805870174156619,0.5433275040704335,1.3701132626963828,1.872399445214979
